"filename", "language", "Dart", "comment", "blank", "total"
"/Users/macbook/Desktop/yazilim/flutter_apps/note_app/lib/main.dart", "Dart", 4, 0, 3, 7
"/Users/macbook/Desktop/yazilim/flutter_apps/note_app/lib/utils/database_helper.dart", "Dart", 2, 0, 0, 2
"/Users/macbook/Desktop/yazilim/flutter_apps/note_app/lib/utils/noteDetails.dart", "Dart", -1, 0, 0, -1
"Total", "-", 5, 0, 3, 8
